,1_times_lag5,2_times_lag5,test_value
0,2584.4248646377564,2579.491221296692,2570.4221
1,2578.4421977325437,2581.623046807861,2559.637
2,2566.6180400009157,2567.444737350464,2596.0056
3,2596.624073470211,2595.4446687942504,2610.5094
4,2607.3123961585998,2608.971111525917,2579.7041
5,2585.5224484077453,2586.8510931602477,2581.0041
6,2586.544126664734,2585.613347684479,2591.6935
7,2591.394117134571,2594.284779506683,2601.7234
8,2613.327726248169,2617.3399447235106,2596.9767
9,2617.5959779541017,2616.515945605469,2594.2536
10,2611.481730340576,2609.493496774292,2575.5756
11,2584.997369142151,2588.068320603943,2584.5724
12,2589.389909174347,2586.5515054725647,2618.2323
13,2623.2972666786195,2623.5586230323793,2653.8959999999997
14,2654.593144925594,2651.768960090637,2671.8937
15,2663.333182688904,2662.873545046997,2721.0683
16,2732.089546910095,2730.462306729126,2719.6999
17,2715.6182220863343,2718.25040945282,2682.385
18,2676.069494018555,2678.3530824279787,2754.3566
19,2763.2567502990723,2760.8868591323853,2755.6459
20,2761.261809576416,2760.265938986206,2761.2189
21,2772.499996458435,2775.9590876449583,2751.8012
22,2753.731837836456,2753.7075758850096,2804.2262
23,2813.362276927185,2815.3808230316163,2961.2834
24,2975.658563078308,2977.6986431488035,2941.5163
25,2941.5710701418398,2943.1634002101896,2953.8242
26,2940.536108340454,2939.734343852234,2940.9538
27,2949.19355276947,2946.465956486511,2994.005
28,3014.5231827545167,3014.6530197906495,3027.5755
29,3048.4106497650146,3049.221095550537,3054.2466
30,3069.6897734085082,3069.437536088562,3102.0991
31,3128.8159865203856,3124.1079272094726,3106.4179
32,3115.263145361328,3120.5994738677978,2969.8614
33,2973.779723278427,2975.4159654296873,3026.9925
34,3054.907205276489,3052.5471169281004,3060.3073
35,3088.419852642822,3085.2159990356445,3026.9513
36,3063.0890143859865,3062.280054425049,2990.685
37,2999.457092819214,3000.1303954696655,3021.7512
38,3023.6223466789247,3016.3899901306154,3096.4176
39,3087.083940827942,3084.522773110962,3090.975
40,3092.1344725847243,3090.146460211277,3090.6403
41,3096.442826473999,3100.8500301483155,3101.455
42,3114.3736420440673,3116.699993209839,3104.1487
43,3104.8199393164637,3106.680039645386,3043.0313
44,3050.057537010956,3051.3454164779664,2997.0954
45,3008.649953985596,3003.7687083724977,3022.7196
46,3043.8924076934813,3045.876019754028,2994.9434
47,3003.060131643677,3003.2311712249757,3090.758
48,3106.176120384216,3107.9618288116453,3170.361
49,3176.441928325653,3176.3765611038207,3176.8227
