,1_times_lag9,2_times_lag9,test_value
0,2582.4986017822266,2581.979367124939,2570.4221
1,2577.7836980148313,2578.249670915222,2559.637
2,2565.839108860016,2565.5722893829347,2596.0056
3,2598.1998241191864,2598.94164016304,2610.5094
4,2608.663854231262,2607.544091095352,2579.7041
5,2586.4920433631896,2586.581255780792,2581.0041
6,2587.397432004547,2588.077414666748,2591.6935
7,2591.315330433607,2594.835699039459,2601.7234
8,2616.6767071517943,2614.8944958480834,2596.9767
9,2617.0856153289797,2617.527031115723,2594.2536
10,2607.235572694397,2610.2524622665405,2575.5756
11,2584.572985978699,2588.067337365723,2584.5724
12,2586.5467486642838,2585.439696397686,2618.2323
13,2621.756900505829,2625.0031668708802,2653.8959999999997
14,2653.084486397266,2654.244424851894,2671.8937
15,2668.167019244385,2669.2344418727876,2721.0683
16,2733.594157925415,2729.610808125305,2719.6999
17,2716.711480467224,2716.444147674942,2682.385
18,2685.11995221138,2680.2106821632387,2754.3566
19,2756.385425521469,2760.3600494400025,2755.6459
20,2760.67808460083,2760.0011322387695,2761.2189
21,2768.957999025726,2771.5046160568236,2751.8012
22,2753.785038558197,2756.1736126815795,2804.2262
23,2813.2418927108765,2813.6253947174073,2961.2834
24,2978.2530407318113,2977.354599417114,2941.5163
25,2938.2128928077695,2943.153817929077,2953.8242
26,2948.503458823395,2940.6734670059204,2940.9538
27,2951.121330059814,2954.4029510391233,2994.005
28,3016.2812031555177,3015.4018505859376,3027.5755
29,3053.5418467407226,3053.578309524536,3054.2466
30,3074.3619926849365,3069.6255558410644,3102.0991
31,3125.4248007598876,3126.966272241211,3106.4179
32,3114.3609241584777,3111.246660623932,2969.8614
33,2969.5464348114965,2970.4749321855543,3026.9925
34,3054.8089710998534,3051.525956802368,3060.3073
35,3084.5365461395263,3084.802083401489,3026.9513
36,3061.9839919555666,3057.5597651947023,2990.685
37,2996.394225177765,2994.722860393524,3021.7512
38,3018.3547528182985,3017.460030356598,3096.4176
39,3090.116667115784,3094.0362282634737,3090.975
40,3083.961252784729,3084.8184562683105,3090.6403
41,3096.676978314209,3094.0143537166596,3101.455
42,3116.9082804489135,3117.8120079803466,3104.1487
43,3103.6051417600634,3106.966997624588,3043.0313
44,3053.3711447036744,3045.8247176921845,2997.0954
45,3002.4145533088686,3005.1106549743654,3022.7196
46,3040.5090954681395,3041.414288796997,2994.9434
47,3002.326562021637,3000.3379412635804,3090.758
48,3105.787851913452,3107.7725397186277,3170.361
49,3176.5195063934325,3179.6995400772093,3176.8227
