,1_times_lag7,2_times_lag7,test_value
0,2579.56977449646,2580.877563345337,2570.4221
1,2579.9121503158567,2580.522363595581,2559.637
2,2565.161485588074,2566.1215390319826,2596.0056
3,2596.0619138723373,2598.611220622635,2610.5094
4,2608.769749869728,2606.308033098602,2579.7041
5,2587.076792108154,2583.9802573791503,2581.0041
6,2587.9453689208985,2587.7624594322206,2591.6935
7,2590.7241723117827,2595.672666269302,2601.7234
8,2615.339758757019,2617.4725455078124,2596.9767
9,2616.8155442993166,2617.4818879882814,2594.2536
10,2610.1895369277954,2610.374003289795,2575.5756
11,2585.752275796509,2586.958394380188,2584.5724
12,2589.7074769996643,2587.2815364860535,2618.2323
13,2619.9072625205995,2621.831754879761,2653.8959999999997
14,2655.654501052856,2655.6502635202405,2671.8937
15,2665.736500617218,2666.616031047058,2721.0683
16,2728.3559386642455,2730.5207974822997,2719.6999
17,2717.4265132831574,2718.1636557268143,2682.385
18,2682.859660933018,2682.1319300031664,2754.3566
19,2759.6671306625367,2762.6120874420167,2755.6459
20,2756.5745925196647,2757.7965996154785,2761.2189
21,2767.892173563385,2771.3573954452513,2751.8012
22,2755.1046539222716,2754.847490874481,2804.2262
23,2816.438976184082,2813.2997292434693,2961.2834
24,2976.4383806594847,2980.2213177093504,2941.5163
25,2946.9950530899046,2943.3271605146406,2953.8242
26,2943.311906184387,2941.6074279205322,2940.9538
27,2949.8797319305418,2951.329395092773,2994.005
28,3011.168414001465,3015.0066345977784,3027.5755
29,3050.118661392212,3052.5808882598876,3054.2466
30,3074.0158699432372,3071.216236917114,3102.0991
31,3122.9014014068603,3124.7912043395995,3106.4179
32,3117.728428755188,3115.340712461853,2969.8614
33,2969.975791878247,2976.5286868728635,3026.9925
34,3055.7312809753416,3051.926244430542,3060.3073
35,3081.4839452789306,3089.1977151916503,3026.9513
36,3060.8774436462404,3061.502523754883,2990.685
37,2993.189139661789,2999.985591468811,3021.7512
38,3022.519369999123,3014.053795615387,3096.4176
39,3097.2830943704607,3084.80826696167,3090.975
40,3087.2177542209624,3091.9387790322303,3090.6403
41,3096.4261662605286,3098.7306129577637,3101.455
42,3117.872797088623,3120.7468701171874,3104.1487
43,3110.224213839722,3105.571391702843,3043.0313
44,3055.633537701416,3055.3617109573365,2997.0954
45,3003.832222605133,3007.067814016724,3022.7196
46,3043.717707910156,3043.97187355957,2994.9434
47,3001.807070349121,3003.141641233826,3090.758
48,3105.3373771743773,3105.0869461135862,3170.361
49,3173.9658703193663,3180.9662360534667,3176.8227
