,1_times_lag11,2_times_lag11,test_value
0,2579.0532520889283,2582.620492803955,2570.4221
1,2581.733048371887,2582.1148824020383,2559.637
2,2567.5072387809755,2565.966478263855,2596.0056
3,2596.4367107993126,2595.5335339551925,2610.5094
4,2607.6274169582366,2606.2756830352782,2579.7041
5,2588.23433147583,2582.8996285072326,2581.0041
6,2588.218476449585,2587.534542237854,2591.6935
7,2591.2443151352404,2593.1932532367705,2601.7234
8,2613.876069906616,2615.5581692489623,2596.9767
9,2618.876815966797,2618.5806028167726,2594.2536
10,2609.990211366272,2611.424887536621,2575.5756
11,2588.1510594802858,2586.2233031707765,2584.5724
12,2588.374271776581,2583.8141473196983,2618.2323
13,2629.383723454285,2620.6550640628816,2653.8959999999997
14,2652.7790376863477,2653.3407035789487,2671.8937
15,2659.544196482849,2668.18701445694,2721.0683
16,2730.9343202026366,2729.9021623046874,2719.6999
17,2714.778612940216,2716.7117534564973,2682.385
18,2680.3248336410525,2683.206181893349,2754.3566
19,2760.4567105308533,2762.0873205200196,2755.6459
20,2757.624985087776,2761.6946394332886,2761.2189
21,2771.0118067611693,2767.5132177223204,2751.8012
22,2752.6354843055724,2754.359120694351,2804.2262
23,2817.5977200424195,2814.116876498413,2961.2834
24,2975.066149176025,2977.7360290893553,2941.5163
25,2944.5605972183225,2945.010700501251,2953.8242
26,2946.217823352051,2941.077326144409,2940.9538
27,2952.9231574905393,2951.01586035614,2994.005
28,3013.601145629883,3011.039362792969,3027.5755
29,3048.220794189453,3048.604157913208,3054.2466
30,3071.8384140411376,3068.4331491867065,3102.0991
31,3125.1102293792724,3124.603244668579,3106.4179
32,3112.9716223815917,3117.6217917541503,2969.8614
33,2977.0178545631406,2971.160303942108,3026.9925
34,3056.845609359741,3053.092414550781,3060.3073
35,3089.903123287964,3092.7210153625488,3026.9513
36,3062.1928771484377,3060.6853660095217,2990.685
37,3000.87698513031,2994.7814608192443,3021.7512
38,3010.9767172729494,3016.2977378761293,3096.4176
39,3086.5451138854983,3090.2725876213076,3090.975
40,3089.2347806453704,3088.4421318531035,3090.6403
41,3099.502761090088,3101.0656845214844,3101.455
42,3122.498951034546,3121.4612141418456,3104.1487
43,3108.4216358673098,3101.3611328613283,3043.0313
44,3050.424675873566,3047.298094204712,2997.0954
45,3003.961411142731,3008.8818923477174,3022.7196
46,3046.136893548584,3044.0818035980224,2994.9434
47,3002.034624193573,3000.3021245941163,3090.758
48,3107.050718887329,3107.1545129852293,3170.361
49,3175.8972939834593,3180.0109004364012,3176.8227
