,1_times_lag10,2_times_lag10,test_value
0,2680.92893119812,2681.252760848999,2632.9
1,2645.8433126449586,2644.8996871948243,2638.7
2,2631.3432886123655,2630.470694732666,2642.33
3,2630.80447681427,2629.9963789749145,2664.76
4,2679.0323646163943,2678.976540336609,2643.85
5,2632.1174684524535,2635.889116859436,2640.0
6,2639.5882009863853,2637.686789751053,2681.05
7,2693.712705421448,2693.5301750183107,2704.1
8,2706.7099557876586,2705.1735986232757,2706.53
9,2697.5755675125124,2697.967517166138,2724.87
10,2731.356283302307,2728.1194361400603,2737.7
11,2746.99358959198,2746.711647224426,2731.61
12,2743.4347165679933,2742.552398071289,2706.05
13,2713.779069709778,2712.9290664672853,2707.88
14,2715.0714863586427,2714.9890965270997,2709.8
15,2715.7969019889833,2715.2531202316286,2744.73
16,2748.2135386276245,2748.0973124313355,2753.03
17,2744.6917279052736,2743.2918589401247,2745.73
18,2728.856865386963,2735.1653094100952,2775.6
19,2773.607395982742,2775.10349766016,2779.76
20,2785.7100570297243,2787.0131528472903,2784.7
21,2792.2995693206785,2792.153505516052,2774.88
22,2773.6823265600206,2773.320054178238,2792.67
23,2801.669439239502,2802.724573059082,2796.11
24,2803.5138581848146,2805.0341914749147,2793.9
25,2787.931219005585,2789.7145470619203,2792.38
26,2778.0487240600587,2773.067101364136,2784.49
27,2789.1310045623777,2787.4678983592985,2803.69
28,2809.212584915161,2807.9901441955567,2792.81
29,2793.023042616844,2794.74184363842,2789.65
30,2789.004197919369,2789.9588946044446,2771.45
31,2775.3466526985167,2773.7398080348967,2748.93
32,2757.7677170562743,2758.1811720657347,2743.07
33,2744.3835986328127,2750.5329611968996,2783.3
34,2790.666454601288,2790.228686141968,2791.52
35,2789.3418381404877,2786.8538203430176,2810.92
36,2809.567307276726,2808.4486774635316,2808.48
37,2803.220373134613,2801.153553943634,2822.48
38,2816.9015698242188,2815.6521091270447,2832.94
39,2842.5720877075196,2840.04924243927,2832.57
40,2837.7227299880983,2836.8331063461305,2824.23
41,2827.312813501358,2825.5589889097214,2854.88
42,2859.5847748565675,2860.776116256714,2800.71
43,2801.443079493046,2804.711536846161,2798.36
44,2801.0885931110383,2798.172118858099,2818.46
45,2826.358682117462,2826.3364624595642,2805.37
46,2813.295633430481,2813.2993642044066,2815.44
47,2814.525124850273,2813.869225087166,2834.4
48,2824.752080345154,2824.996956253052,2867.19
49,2855.7019457244874,2858.8053650283814,2867.24
