,1_times_lag11,2_times_lag11,test_value
0,2678.6106595611573,2681.1695489501953,2632.9
1,2640.955033683777,2641.7004961013795,2638.7
2,2630.763368797302,2630.8562914848326,2642.33
3,2626.318971710205,2628.4061127471923,2664.76
4,2676.7830398178103,2678.749763259888,2643.85
5,2635.7750326156615,2636.073418712616,2640.0
6,2639.71416079998,2640.945706665516,2681.05
7,2693.7692935943605,2693.770929145813,2704.1
8,2703.7637435555457,2704.642227745056,2706.53
9,2699.39270236969,2694.367416648865,2724.87
10,2729.6938534927367,2729.7402664375304,2737.7
11,2745.7100173950193,2746.912372779846,2731.61
12,2744.448912010193,2744.4349425888063,2706.05
13,2713.8875835418703,2715.4675510406496,2707.88
14,2715.2003859329225,2717.179390792847,2709.8
15,2719.2049949646,2716.929845619202,2744.73
16,2749.2725095558167,2745.885064225197,2753.03
17,2749.2237165260317,2746.67261007309,2745.73
18,2737.444499473572,2737.8822455215454,2775.6
19,2775.994559919834,2776.4146835565566,2779.76
20,2785.5781681633,2785.82280374527,2784.7
21,2789.361684989929,2790.5570718765257,2774.88
22,2769.7622498321534,2776.8819199848176,2792.67
23,2801.933708114624,2799.893665237427,2796.11
24,2802.0841244316102,2802.9968556022645,2793.9
25,2789.2419342041017,2788.9994963645936,2792.38
26,2776.237189178467,2772.9328011322023,2784.49
27,2788.6738874816892,2790.899337520599,2803.69
28,2809.4865154647828,2806.025395336151,2792.81
29,2790.8104229545593,2790.0211616134643,2789.65
30,2791.316264176369,2790.7775655031205,2771.45
31,2771.8399345993994,2773.8273062229155,2748.93
32,2761.696267776489,2761.955692939758,2743.07
33,2745.725062198639,2746.0427852344515,2783.3
34,2791.6916921615602,2792.1406095504763,2791.52
35,2789.198011894226,2787.914294500351,2810.92
36,2808.0306276512147,2809.0101070833207,2808.48
37,2803.8913335609436,2801.5068893241883,2822.48
38,2818.306162815094,2817.111926059723,2832.94
39,2840.3717564964295,2841.5853104019166,2832.57
40,2837.5290668678285,2837.70729095459,2824.23
41,2827.780297498703,2825.740245323181,2854.88
42,2858.7426546859742,2859.6189969825746,2800.71
43,2804.803116760254,2804.756883583069,2798.36
44,2797.031338438988,2800.248796925545,2818.46
45,2826.387861213684,2824.577896080017,2805.37
46,2813.3569055747985,2810.5665527534484,2815.44
47,2816.801202478409,2816.3949860954285,2834.4
48,2825.16135635376,2825.2748502731324,2867.19
49,2858.1386713409424,2856.3896154785157,2867.24
