,1_times_lag8,2_times_lag8,test_value
0,2682.755205116272,2682.6975297546387,2632.9
1,2643.9513191223145,2643.8461269378663,2638.7
2,2629.2737991333006,2631.782342147827,2642.33
3,2626.744535522461,2634.654179172516,2664.76
4,2678.817954788208,2678.61932636261,2643.85
5,2635.935356235504,2635.4807411193847,2640.0
6,2639.388285815716,2639.282806456089,2681.05
7,2694.3869865417482,2693.00258140564,2704.1
8,2706.9264784812926,2706.1307285785674,2706.53
9,2698.611482410431,2696.9726946640017,2724.87
10,2730.752188796997,2730.471910114288,2737.7
11,2745.6284868240355,2747.831062507629,2731.61
12,2742.443209991455,2744.4072068786622,2706.05
13,2712.8285229682924,2714.500028419495,2707.88
14,2715.447476272583,2715.5051211166383,2709.8
15,2714.8927681922914,2718.486504364014,2744.73
16,2746.8099119472504,2746.9083289909363,2753.03
17,2746.204156665802,2747.9804857063295,2745.73
18,2734.339143257141,2732.9691242980957,2775.6
19,2776.0077051877975,2776.0830939173698,2779.76
20,2786.9109671211245,2785.3426048851015,2784.7
21,2791.4542495727537,2793.3773710250853,2774.88
22,2773.7535797405244,2775.3490395593644,2792.67
23,2799.025679512024,2801.492437286377,2796.11
24,2806.4329274749757,2802.992107257843,2793.9
25,2790.422103071213,2788.8003911018372,2792.38
26,2776.041117553711,2776.726526145935,2784.49
27,2789.9433982276914,2789.582879772186,2803.69
28,2807.4888238334656,2808.2679509544373,2792.81
29,2790.2321844673156,2790.0795140838623,2789.65
30,2789.63682288453,2788.3468021392823,2771.45
31,2772.232214105129,2770.5368290066717,2748.93
32,2760.5794131088255,2758.9131104278563,2743.07
33,2748.425672836304,2749.876950092316,2783.3
34,2792.1533802032473,2789.5998895645143,2791.52
35,2788.0499060344696,2789.2837350559234,2810.92
36,2810.431707633734,2809.3285993766785,2808.48
37,2800.2381758499146,2799.5834936904907,2822.48
38,2819.9048900413513,2816.8098649787903,2832.94
39,2842.366453590393,2840.636608066559,2832.57
40,2837.3518894386293,2837.3472903442384,2824.23
41,2826.3925607013703,2826.047400932312,2854.88
42,2857.746056442261,2860.0840848731996,2800.71
43,2804.034054002762,2806.9343366241455,2798.36
44,2798.54849003315,2796.7984404420854,2818.46
45,2826.065501651764,2825.592658481598,2805.37
46,2813.4986001205443,2812.1962009620665,2815.44
47,2813.0664550685883,2812.867214860916,2834.4
48,2829.770665073395,2824.0902074813844,2867.19
49,2855.294416847229,2853.5322079086304,2867.24
