,1_times_lag9,2_times_lag9,test_value
0,2683.840661010742,2681.342628440857,2632.9
1,2644.3573125839234,2645.812217140198,2638.7
2,2630.084934425354,2631.1037775993345,2642.33
3,2630.940800743103,2626.557068901062,2664.76
4,2677.6736266708376,2676.6751659011843,2643.85
5,2635.149617767334,2637.476992702484,2640.0
6,2641.8775218725204,2637.806153535843,2681.05
7,2694.433092880249,2694.7270153045656,2704.1
8,2706.176099395752,2705.6491284132003,2706.53
9,2698.4913866806032,2702.1574781227114,2724.87
10,2730.3904772949218,2728.467029209137,2737.7
11,2746.275098991394,2746.516717147827,2731.61
12,2741.7261451339723,2744.416224822998,2706.05
13,2715.1819389343264,2713.6801407814028,2707.88
14,2714.8363817977906,2717.1800192642213,2709.8
15,2717.697448062897,2717.2862265586855,2744.73
16,2746.2001195955277,2747.8959891605377,2753.03
17,2745.906054286957,2747.019013671875,2745.73
18,2734.158758621216,2734.242460708618,2775.6
19,2774.968546783924,2776.724108672142,2779.76
20,2786.729241142273,2784.9914276695254,2784.7
21,2792.948843193054,2792.153821182251,2774.88
22,2771.916635875702,2774.132247929573,2792.67
23,2801.072111053467,2800.000580711365,2796.11
24,2803.4977739906312,2803.2317908859254,2793.9
25,2787.7499655723573,2787.8911727905274,2792.38
26,2776.28859413147,2778.026872520447,2784.49
27,2788.8166148567198,2791.1285512351988,2803.69
28,2806.922558488846,2809.082436027527,2792.81
29,2792.0435288524627,2794.660572347641,2789.65
30,2789.6164075151087,2790.769014978409,2771.45
31,2773.3765902042387,2774.208563041687,2748.93
32,2762.106315307617,2759.4932314682005,2743.07
33,2746.6140533161165,2742.216523654461,2783.3
34,2791.1703503608705,2786.0956993579866,2791.52
35,2789.5870409202576,2787.415806789398,2810.92
36,2810.3956670594216,2811.5957515072823,2808.48
37,2804.242903690338,2800.4439558792114,2822.48
38,2817.2058949279785,2819.805826883316,2832.94
39,2842.3179525756836,2841.779243888855,2832.57
40,2835.796645231247,2837.877749271393,2824.23
41,2827.7224578666687,2825.9701835918427,2854.88
42,2860.012917404175,2857.980174665451,2800.71
43,2805.369580230713,2805.8380584335328,2798.36
44,2798.2533470994235,2797.406651184559,2818.46
45,2825.379212818146,2826.374544582367,2805.37
46,2813.034538860321,2812.3857437324523,2815.44
47,2814.5822032117844,2815.8253366076947,2834.4
48,2825.9289211273194,2826.760200881958,2867.19
49,2856.497402610779,2856.5707067871094,2867.24
