,1_times_lag4,2_times_lag4,3_times_lag4,4_times_lag4,5_times_lag4,6_times_lag4,7_times_lag4,8_times_lag4,9_times_lag4,10_times_lag4,11_times_lag4,12_times_lag4,13_times_lag4,14_times_lag4,15_times_lag4,16_times_lag4,17_times_lag4,18_times_lag4,19_times_lag4,20_times_lag4,test_value
0,3247.509343658447,3237.936845336914,3236.2035308227537,3242.801003967285,3247.496861968994,3233.5815444335935,3233.0441794738767,3241.7433066711424,3233.8019004211424,3237.594518218994,3240.2407660827635,3225.770288024902,3227.6737418518064,3241.961762939453,3237.718255554199,3234.0310378417967,3239.3258262023924,3240.4925322875974,3234.7764830932615,3241.083505187988,3361.84
1,3276.502368774414,3265.9083517456056,3269.3192404174806,3276.9394720458986,3281.4131201171876,3262.730266418457,3269.371318664551,3279.4302633666994,3273.7259024047853,3271.097736206055,3269.7473181152345,3270.373386230469,3266.475566711426,3276.765262451172,3275.89859375,3268.8941763305666,3277.8781469726564,3269.2383459472658,3268.2812384033205,3277.7450903320314,3125.002
2,3068.7029811401367,3061.721955444336,3065.2860270996093,3067.6494723815917,3059.062592651367,3062.635399963379,3060.6966487426757,3070.3079616088867,3059.685525085449,3065.007558013916,3054.3121806640625,3056.214272644043,3063.6012431640625,3064.0969249267578,3059.9207698364257,3061.3008204956054,3059.638978149414,3050.9165431518554,3057.7599803466796,3063.828198577881,3186.4120000000003
3,3147.284035980225,3134.076474487305,3132.2720997924807,3136.9548428649905,3145.3703549499514,3137.9178479309085,3134.7991078491214,3143.6480839843753,3147.9524281616214,3144.214471160889,3145.5628712768557,3136.887395202637,3135.5555546875003,3144.2224934692385,3144.2146046752932,3132.550336181641,3144.9876454467776,3140.32289630127,3132.0411122436526,3136.3229230041507,3016.704
4,2945.525098327637,2949.0676627197267,2946.8784613647463,2948.277928833008,2947.884015563965,2952.0629782714846,2938.6427512207033,2949.0112052001955,2940.527036193848,2947.4856390991213,2942.5882239379885,2938.4147849121096,2956.853108886719,2954.9650626220705,2957.9381384887697,2945.8481879272463,2955.2247443237306,2942.5707144775392,2938.7761435546877,2947.590169433594,3022.861
5,2964.062217651367,2958.0640334472655,2958.9287490234374,2961.997402130127,2958.3671874389647,2955.894935546875,2949.9908065185546,2959.495376525879,2954.4304885253905,2954.8320006713866,2957.7620467529296,2950.0896987304686,2958.145294128418,2961.1781310424803,2959.9947585449218,2952.33316796875,2958.659469543457,2957.4087142333983,2948.0840072021483,2952.467163024902,2949.597
6,2959.5971192092898,2962.7356461257937,2965.4492500991823,2961.793385383606,2960.7659128875734,2965.105499145508,2953.500677940369,2960.590501663208,2954.9110735626223,2960.031328079224,2960.4391411514284,2958.5386866302492,2966.610158798218,2966.4825628967287,2966.4236181945803,2957.420561668396,2964.116289970398,2957.2538832397463,2955.180793640137,2963.174130317688,3007.6490000000003
7,2967.8164537658695,2965.9458368530277,2969.543828796387,2967.9599054565433,2971.036649536133,2968.475194763184,2962.263555358887,2968.238065551758,2964.3052271118167,2965.68668157959,2965.727620910645,2966.685514282227,2969.407094787598,2970.7679689636234,2967.912793945313,2966.7272127380375,2971.7479761352542,2970.372007202149,2955.4452989807132,2964.3731249084476,2900.97
8,2880.2159602355955,2880.813940734863,2882.9657122802732,2882.421431274414,2881.970518798828,2882.9814707946775,2880.7121684265135,2880.573036880493,2881.770384521484,2880.9434992980955,2881.7606074523924,2884.027392120361,2890.171196670532,2885.2501513671873,2884.316710205078,2878.9417025756834,2885.0154521179197,2882.6772982788084,2875.429030151367,2882.338614196777,2913.8367
9,2907.5029321090697,2906.979015864563,2907.6821065322874,2904.271123446655,2903.9416861907957,2906.691563166809,2901.9966416732786,2902.090756930542,2907.3010611907957,2900.683979548645,2909.8238406555174,2899.588198222351,2907.522361315918,2903.470788516235,2901.421209849548,2900.508470095825,2905.205443896484,2906.0108428375243,2900.1593089477537,2903.9499955551146,3007.7393
10,3005.767044293213,3006.8437454574587,3011.740064846802,3005.348453747559,3005.2323782318117,3005.4921972625734,3002.9526255004885,3006.742247807312,3006.1092769973757,3001.9818956726076,3008.8151352279665,3003.6236479156496,3010.684222447205,3001.9049455993654,3007.505850064087,3003.888375508118,3007.486522900391,3004.879767643738,3001.7687208526613,3011.7438185089113,2976.6938
11,2951.4919338500977,2955.117317227173,2957.0246486938477,2947.946027783203,2950.201021221924,2954.8326149261475,2950.352247265625,2946.2166366851807,2949.9571533477783,2945.3083820617676,2951.335111645508,2947.4363956726074,2955.8256397521973,2944.8438358581543,2951.4670582092285,2944.6120090759277,2953.740530041504,2949.632261303711,2946.4085941589356,2958.259054211426,2880.4816
12,2902.9067136779786,2892.0898935333253,2902.875129891968,2897.1038801208497,2901.5049726501466,2897.7214834228516,2903.252081109619,2887.728124810791,2893.629527284241,2894.0795413986207,2895.1531726852418,2900.3874799743653,2901.627418710327,2894.639818383789,2902.727522088623,2886.546601487732,2902.5754262939454,2903.187139703369,2894.107305718994,2903.79977817688,2916.5624
13,2885.930262701416,2886.1852713989256,2884.1906081604,2879.8450843261717,2881.4292136596678,2884.880353109741,2874.891032354736,2879.358115332031,2874.435736791992,2881.285819189453,2880.684775488281,2876.4202033447264,2876.507929937744,2878.2297927307127,2884.047267095947,2876.280276434326,2885.8610259460447,2880.9992515014646,2874.409957067871,2883.110137121582,2938.5149
14,2823.262656958008,2818.5518262695314,2814.041236669922,2822.5066907714845,2825.848151953125,2818.7856977294923,2818.122710974121,2817.738944799805,2816.641250402832,2813.5149228881837,2818.2328641723634,2817.4028318237306,2815.8924329589845,2820.796623022461,2822.8273618530275,2817.2581250976564,2824.2575681518556,2826.180183203125,2821.392150671387,2818.409713537598,2749.7854
15,2641.598167028809,2641.035583105469,2639.392043676758,2642.7412563232424,2636.0464626220705,2641.906722631836,2634.995803442383,2644.36206015625,2633.3052516845705,2637.691375341797,2636.237342443848,2634.077056494141,2639.7857662109377,2639.8850551513674,2635.4560848144533,2639.8468700317385,2636.81681784668,2633.944778051758,2634.190368261719,2636.3262630371096,2735.5578
16,2702.0303799560547,2696.932944958496,2691.043250744629,2696.0215985229493,2697.2212216308594,2696.937797253418,2691.3206021240235,2699.1215969970704,2700.2437397888184,2693.7545391967774,2702.1274334838868,2694.3781125,2692.531634991455,2699.654864971924,2694.653571789551,2690.8138272216797,2695.462310498047,2694.439574902344,2691.4785878112793,2696.482402508545,2655.6609
17,2688.121353033447,2690.5887259277342,2689.860553625488,2687.786117437744,2685.0551832946776,2692.1374434265135,2682.2223719390868,2688.847984197998,2686.119378927612,2684.8333739074706,2684.9056662353514,2685.87081897583,2692.6284254821776,2688.625648382568,2689.1104849609374,2685.9417475494383,2685.641736868286,2685.8953036102293,2680.8812216552733,2691.325038793945,2737.5996
18,2742.4900123306275,2739.0543786712647,2740.3336660095215,2739.4526702590942,2741.813301248169,2742.160216493225,2735.4640428253174,2740.9342796035767,2739.837966127014,2737.0579644866943,2737.5262843795776,2735.7209340759277,2739.174427194214,2738.4809524246216,2741.8744260498047,2742.0643855758667,2741.838680429077,2743.179198426819,2733.323920411682,2738.2711745925903,2688.8536
19,2699.2095465408324,2700.5166487442016,2698.0182347045898,2699.2995857940673,2696.2703976379394,2699.011791680908,2696.0295281158446,2698.6162695632934,2698.1984905944823,2697.8456902252196,2697.6318955169677,2698.00270030365,2703.3661617980956,2702.9342560516357,2703.0428166137694,2698.1134457336425,2700.534981225586,2697.02091262207,2695.920479272461,2700.94087645874,2749.5703
20,2776.555956738281,2767.7871769836424,2771.5175637176512,2769.656605618286,2769.3169564178465,2768.7484921386717,2769.2230137756346,2773.940867321777,2774.4090031555174,2772.7185048034667,2772.8113621643065,2772.1662281921385,2770.3749798706053,2771.403368847656,2769.932146923828,2767.114546673584,2768.612286465454,2771.6067475250243,2766.3670834472655,2768.5497998168944,2739.2469
21,2757.5823377746583,2756.7435583251954,2756.3646253723145,2758.900704779053,2756.862883963013,2760.400521673584,2754.4162086624146,2760.951562322998,2757.9641145843507,2758.2621854919435,2759.000661291504,2756.0119451660157,2761.032020010376,2758.6054739135743,2762.0416235107423,2756.1240018981935,2761.7293504852296,2756.8794340270997,2752.8529066223145,2758.583253302002,2781.0227
22,2761.004799533081,2759.025618243408,2762.649607348633,2759.7054087402344,2763.4251238586426,2762.8497988464355,2759.0794779541015,2761.8117243530273,2760.1201159240723,2762.5267168762207,2761.614372897339,2760.008139300537,2761.4849497558594,2763.0792910339355,2764.9962889434814,2760.8377672912598,2767.3846241714477,2762.4884669067383,2757.418650317383,2760.144688296509,2763.492
23,2773.9490169448854,2778.629568473816,2775.42309703064,2774.205767051697,2775.260271446228,2778.1190179748537,2772.6666034622194,2775.1282104415895,2775.7678007049562,2773.79348601532,2774.6005386276247,2773.8185161514284,2773.303031341553,2782.1003908081057,2773.883003608704,2776.279582397461,2780.078072921753,2772.5286649627687,2774.410878555298,2776.6571010513308,2746.1958
