,1_times_lag5,2_times_lag5,3_times_lag5,4_times_lag5,5_times_lag5,6_times_lag5,7_times_lag5,8_times_lag5,9_times_lag5,10_times_lag5,11_times_lag5,12_times_lag5,13_times_lag5,14_times_lag5,15_times_lag5,16_times_lag5,17_times_lag5,18_times_lag5,19_times_lag5,20_times_lag5,test_value
0,2169.3070835037233,2168.264517204285,2167.1188310546877,2165.098823921204,2168.490245239258,2170.713215248108,2168.8044775886538,2166.9780601425173,2166.6716369552614,2169.329199211121,2166.9260314865114,2166.4430154724123,2168.909898654938,2168.2839092178347,2166.437245742798,2166.2851709289553,2168.9415277404787,2167.3546155853273,2168.179767982483,2170.0001748962404,2191.855
1,2169.3670067596436,2167.751255493164,2170.997204284668,2168.124422531128,2168.9050869750977,2172.741390686035,2172.038282852173,2168.1558308410645,2169.456457595825,2169.7519745635987,2165.745501022339,2169.58618019104,2172.0510639953613,2169.9370560455322,2168.3992180633545,2169.3543019104004,2170.380375366211,2168.670553665161,2170.8253731536865,2172.243219833374,2169.674
2,2165.6163971176147,2164.965033267975,2165.3834497680664,2162.419882987976,2163.9538352241516,2163.300627445221,2163.922414039612,2165.958447669983,2163.418589328766,2162.8650276412964,2163.359851573944,2165.341468547821,2165.3840586891174,2162.9960558166504,2162.6022569885254,2165.12730953598,2164.6386248817444,2165.48432037735,2166.8472099056244,2168.0284956445694,2160.239
3,2138.229676879883,2138.9608742370606,2137.9863220825196,2133.89063230896,2137.834922470093,2136.7858673706055,2138.2060944213868,2138.984559692383,2137.55611769104,2135.331378616333,2136.739684738159,2137.310393966675,2137.973951019287,2137.795568145752,2138.7177998199463,2136.9098850860596,2137.212741531372,2138.381822265625,2138.2520043029785,2139.0225865020752,2126.907
4,2124.3363327331544,2126.309827560902,2123.4888877220155,2122.886669570923,2126.8624562568666,2125.014904314995,2124.8941945381166,2125.6542240924837,2123.4135739154817,2123.028506690979,2122.724928314209,2124.907864863396,2126.3231182641985,2124.4910210914613,2125.4009031600954,2124.665651971817,2124.5909520931245,2125.8081479616167,2124.0352179355623,2126.099904353142,2136.729
5,2147.7840489425657,2147.541213897705,2145.6931160964964,2145.1569317855833,2144.762574104309,2145.8382653274534,2145.944531349182,2146.497353462219,2147.1946467437742,2146.5395392456053,2147.130178359985,2146.3705939331053,2148.5179900207518,2145.9341849365233,2146.523256210327,2150.2784003295897,2146.755641845703,2150.254098800659,2145.127070335388,2144.5793255844114,2134.11
6,2147.993355140686,2147.5053437805177,2146.73881565094,2145.7799466705324,2146.6605628585817,2144.6197188949586,2147.124090538025,2144.422481880188,2145.826040611267,2146.744083747864,2146.7395881271364,2148.6112550354005,2147.3359092330934,2148.834425315857,2148.8436473464967,2146.615530357361,2147.660247192383,2146.466179237366,2147.6048673248292,2147.5417741394044,2144.821
7,2142.4372934303283,2142.4650205574035,2140.855060716629,2143.5453757247924,2143.6114826402663,2140.6155384979247,2142.6560059986114,2142.802567621231,2142.831377526283,2143.6131855449676,2141.9320854148864,2140.8812135658263,2142.8572100601195,2141.518531700134,2142.7831531963348,2144.438333203554,2141.7911566696166,2142.5357829532622,2142.7959212265014,2145.1059148213862,2133.371
8,2139.32096547699,2138.7916886291505,2135.849567123413,2139.1877448043824,2138.2035991630555,2137.921244808197,2136.7636317691804,2135.663883872986,2137.320230194092,2136.0625106773377,2135.8159362754823,2136.6511332473756,2138.906978317261,2140.1913554153443,2138.8180591545106,2137.6377860984803,2137.964354225159,2134.069057770729,2138.9827868423463,2140.0077015838624,2149.076
9,2157.4187515029907,2157.753020072937,2154.9984495887757,2157.679865623474,2155.218384529114,2157.186605239868,2155.9326422462464,2156.45113589859,2156.8464935073853,2156.6570565948487,2156.0966208229065,2156.074246192932,2158.4671724090576,2155.0860798606873,2157.1555669555664,2157.3700015792847,2155.2313173065186,2157.222984100342,2155.455868030548,2156.0917175064087,2150.258
10,2158.636339767456,2161.050414665222,2159.8407054977415,2158.6771770553587,2158.4534259872435,2158.214618309021,2159.767130477905,2157.726142032623,2158.137259586334,2158.260173423767,2159.3638750152586,2160.0533004837034,2158.9590450363157,2159.3585220413206,2159.699557884216,2158.566082580566,2158.7525936203,2159.0779987411497,2159.4173503952024,2159.0242487030027,2165.118
11,2165.2857449941635,2165.918494670868,2163.9326040439605,2165.419617771387,2165.0519401721954,2166.4212598495483,2164.7496573023795,2164.698837011337,2165.6355507068633,2166.5676322870254,2165.7451520256996,2164.2000714235305,2165.345471500635,2164.068634717941,2164.145601659298,2165.974560945511,2164.6163006119727,2165.1021327406465,2165.073961205065,2166.348873823166,2164.5589999999997
12,2169.484929069519,2170.146566375732,2166.8994510021207,2168.188090309143,2168.7145643081662,2168.6109952774045,2168.4378921833036,2167.469307884216,2169.051287635803,2168.3056745376584,2168.1868588771817,2167.998247369766,2168.9707202758786,2168.893189891815,2169.2058305587766,2168.267698749542,2168.7968735542295,2166.659002288818,2168.8120312538144,2169.269980415344,2170.867
13,2173.30755223465,2173.8577665252687,2172.354688779831,2173.0516737861635,2173.0687891407015,2174.6451774997713,2172.844253317833,2172.2452712221148,2172.8801144523622,2173.1756457252504,2173.4825979633333,2171.9364673061373,2173.333358661652,2170.907804103017,2172.5375625057222,2172.776854769707,2172.3730904026033,2172.5860756797792,2172.8478777570726,2173.0337609214785,2180.192
14,2179.577195016861,2179.9242074472904,2177.458131401062,2177.630806295395,2177.8062938137055,2179.201576499462,2180.057548849106,2178.58167192173,2177.4603475017548,2179.3679945750237,2179.1853400154114,2178.4599963111878,2179.77912425828,2177.3648479862213,2178.529277650833,2178.6486093683243,2177.922502128601,2177.872275440216,2178.806889383316,2178.6523555202484,2178.695
15,2180.7828887176515,2180.5540724468233,2179.3605106544496,2179.610631890297,2179.9260893535616,2181.1971176338197,2179.996260471344,2180.397709078789,2180.0566036176683,2180.7582672309877,2181.541085548401,2180.210395641327,2180.7929804992677,2178.448108456731,2178.6874599640073,2181.449268407822,2180.9005571079256,2179.562676317692,2180.415428109169,2179.8511932563783,2176.2889999999998
16,2174.928227032661,2175.04340621376,2173.252561058044,2172.9526950969694,2173.7819499626157,2174.2319483413694,2174.4544473543165,2176.064878384709,2173.828924383163,2175.1480570688245,2173.859841312408,2172.0049123420713,2174.747318710327,2173.6703438415525,2173.701608385086,2174.970434392929,2175.180565084457,2173.257339681625,2175.2567107334135,2173.918117965698,2180.473
17,2166.1599554519653,2165.5487417678833,2165.466000984192,2165.5772318344116,2166.585509727478,2166.8689436416626,2166.8229059677124,2165.984902809143,2165.389639328003,2165.4643005828857,2166.57624382782,2164.760148475647,2167.342782447815,2164.4215569000244,2166.606403778076,2165.680660675049,2166.1145252685546,2164.3841461639404,2166.24990410614,2167.4253696899414,2148.71
18,2146.6832229709626,2145.494166574478,2147.535840115547,2144.276924095154,2146.2150876140595,2146.140240869522,2145.8175093746186,2146.4362473106385,2145.170049390793,2144.9697053050995,2146.4538220977784,2146.0926808929444,2147.8663989520073,2145.970200738907,2145.590526781082,2146.8002149677277,2146.1836168384552,2146.4843134498597,2146.1792833423615,2147.5072021102906,2142.847
19,2146.4267646045687,2146.2328542442324,2146.1653047771456,2143.8589688510897,2147.8220890731814,2146.5086990566256,2145.577313539505,2146.7203043670656,2144.934486743927,2145.3738478393557,2146.9541753501894,2143.6824105353357,2147.771695968628,2144.13740491581,2145.066898939133,2143.193380800009,2147.442618247986,2146.864990112305,2145.7974075050356,2145.737782117844,2148.009
20,2152.0307685699463,2150.476324256897,2149.903960165024,2149.354476269722,2152.2415325012207,2153.301872428894,2151.441042837143,2151.1275035705567,2149.1785922613144,2149.859959420204,2153.3908163871765,2148.730215426922,2151.7878002490997,2150.0931658115387,2150.810059484482,2150.1941654052735,2151.849395450592,2151.342574771881,2150.7742628421784,2150.410262998581,2171.758
21,2161.665992362976,2160.6637750701902,2160.4565731124876,2160.7893215255735,2163.0946804122923,2163.937368495941,2161.6504474716185,2160.8918005065916,2161.982191665649,2163.1330448226927,2163.9627724723814,2161.4531456069944,2163.9724904136656,2160.459263427734,2161.4935461120604,2161.9361892776487,2162.2095228271482,2163.0645166473387,2161.728383644104,2162.5809579925535,2174.976
22,2172.9467877635957,2170.429272342682,2169.374298740387,2169.257394004822,2170.614731479645,2173.105609823227,2171.766883779526,2171.258032966614,2168.253791976929,2170.8961889038087,2170.0148493537904,2167.6865622291566,2172.8209699878694,2170.74628465271,2171.1634387264253,2169.0734578857423,2172.061032939911,2171.1222275981904,2169.517380405426,2171.338008571625,2170.868
23,2171.7509280138015,2171.357261716604,2170.683778568387,2169.4327069215774,2171.5091073207855,2171.9076738052368,2171.15727052021,2169.447930305481,2169.1464892320632,2171.0245856337547,2173.234900205612,2170.333831696987,2173.932734697342,2169.612180679321,2170.6611745797395,2170.94183146137,2171.2993962757587,2171.7114892892837,2171.0886766307353,2172.085875957489,2157.0679999999998
24,2161.466272514343,2159.7361823730466,2160.062137048721,2159.9141468219755,2162.013077896118,2162.4300924949644,2162.5261365585325,2160.4942814521787,2159.4360140972135,2160.3168775253293,2162.6747814826963,2159.8222433738706,2163.0881115608213,2160.415105503082,2161.9232565574644,2161.318079631805,2159.818896453857,2162.8679734878538,2160.6714562587736,2161.489348571777,2164.144
25,2166.3109833660124,2166.0523739519117,2167.7012795867918,2166.8162812652586,2169.745834774017,2168.64693302536,2169.3438901367185,2167.892379230499,2168.4185180130003,2168.69238848114,2168.0783614578245,2164.8661853137014,2169.8191198768614,2165.489939874649,2167.305415338516,2165.613244122505,2168.151789611816,2170.597767776489,2166.051290101051,2167.029912656784,2166.295
26,2181.216914100647,2177.8607987594605,2179.0832137298585,2180.155417366028,2179.189320487976,2180.27728931427,2180.252880973816,2180.85341255188,2180.051081581116,2178.385828895569,2181.1123265457154,2178.4198626708985,2180.5037116241456,2177.104771537781,2177.8329056930543,2178.991430206299,2180.758369369507,2179.9808882904053,2178.874323768616,2179.7918061447144,2192.698
27,2200.918775604248,2198.84906678009,2198.0917706947325,2198.1373196105956,2198.9976587753295,2198.5781198005675,2199.4054422836302,2198.4219446640013,2198.7100258331297,2200.086223171234,2198.1192775230406,2197.3920541267394,2201.56226448822,2197.626524971008,2200.0984731178282,2197.9894061546324,2197.807478473663,2199.5300236206053,2196.813358829498,2199.73035912323,2197.833
28,2209.3919771270753,2208.9299820022584,2207.138171966553,2209.158385093689,2207.587867553711,2207.6044376449586,2208.3759372787476,2206.872213180542,2208.5007169799806,2206.21141796875,2207.6139438705445,2207.451865966797,2207.465745742798,2208.4820621566773,2208.5955827789307,2207.8622778015138,2208.9574459152223,2205.1025984840394,2207.745557601929,2208.601750190735,2237.015
29,2253.1237265014647,2254.197777404785,2251.0819956207274,2253.1562200927733,2251.842446937561,2252.418904914856,2253.0651556396483,2252.275230064392,2254.3190599822997,2253.8179537200926,2251.5712953948973,2250.4063259506224,2253.6726538085936,2250.4587627792357,2253.5192819976805,2252.6579290771483,2251.6344620132445,2252.4817663574217,2250.4570986175536,2253.406548156738,2260.4539999999997
30,2290.0023264923093,2289.2306113281247,2286.7016425170896,2289.3820719757077,2289.4161219635007,2289.4581923522946,2289.4008879699704,2289.5112013854978,2288.483102325439,2287.1263957061765,2292.0056090393064,2288.5647730865476,2286.048839096069,2289.668820861816,2286.9503798522946,2290.501319412231,2290.1010375061032,2287.1911082305905,2287.086925033569,2291.508441452026,2323.897
31,2332.5722405166625,2332.9604126663207,2331.0562874526977,2333.9472576828002,2331.5052911491393,2334.076841041565,2333.854278251648,2332.4776102752685,2331.3535243721008,2333.651755973816,2335.8817707748412,2332.6242844314575,2333.284131690979,2331.771214172363,2330.7679182739257,2332.1714464874267,2332.1309420318603,2332.805727645874,2328.028492614746,2334.487034484863,2331.369
32,2341.4990525665285,2341.1161504211427,2342.5611977996828,2340.966653388977,2340.4285445632936,2341.5990500869752,2342.494107765198,2342.0408873977663,2341.038923782349,2340.150138420105,2342.9672084274293,2341.595845741272,2340.6544671478273,2342.933865112305,2339.7530923309328,2342.6715760650636,2344.115337890625,2339.57824949646,2340.6906791152956,2342.0775666656496,2322.011
33,2328.518251739502,2328.997705303192,2330.092630706787,2328.7908252105713,2327.79953559494,2332.6708196029663,2328.8171270713806,2330.9916489944458,2331.270924888611,2332.46824773407,2328.3983147964477,2327.5046232566833,2328.7199018821716,2329.199850402832,2329.3277538642883,2332.8106768951416,2332.539856277466,2331.4324000701904,2330.6812728271484,2330.718176208496,2350.251
34,2348.1552665958407,2346.313903881073,2347.036328626633,2348.9392803440096,2347.3593593368532,2349.353068126202,2351.0434326062204,2349.186662150383,2347.6716047058108,2349.3939254412653,2348.279596878052,2346.8940871486666,2348.2091389427187,2346.598047328949,2350.485553292394,2347.44768841362,2345.422892642975,2347.9112494716646,2347.6718195209505,2348.838297201157,2329.402
