,1_times_lag4,2_times_lag4,3_times_lag4,4_times_lag4,5_times_lag4,6_times_lag4,7_times_lag4,8_times_lag4,9_times_lag4,10_times_lag4,11_times_lag4,12_times_lag4,13_times_lag4,14_times_lag4,15_times_lag4,16_times_lag4,17_times_lag4,18_times_lag4,19_times_lag4,20_times_lag4,test_value
0,3402.326655078125,3403.2420183898926,3402.6335169555664,3402.7033049346924,3402.1715361358642,3402.6202666046142,3401.85708873291,3401.7854658843994,3402.0405089141846,3402.240452456665,3402.35566585083,3402.1101710083008,3402.90901439209,3401.661924052429,3402.181065249634,3401.875832247925,3402.202828097534,3402.259808230591,3402.092716860962,3401.9728705169678,3391.7501
1,3397.9104708267214,3397.927519662476,3397.7368577552797,3398.331350190735,3397.956916673279,3398.3074410987856,3397.51487098465,3397.788236005402,3397.4460614753725,3398.5413282943728,3397.836554868317,3397.9421170784,3397.857319696045,3397.857570035553,3397.5481031967165,3397.432092053986,3397.4977077079775,3397.807765348053,3396.9427341056826,3398.0382445884707,3409.4795
2,3427.071207229614,3427.6829912109374,3427.12327784729,3427.5317174835204,3427.2178518218993,3427.2710058135985,3426.5164148254394,3426.65483493042,3426.6826383514403,3427.5373174591064,3426.767534439087,3427.2888338012694,3427.7828542633056,3426.729976837158,3426.64370173645,3426.426244918823,3426.8429243011474,3427.0352022094726,3426.8627988739013,3426.621221725464,3413.8996
3,3418.333991975403,3418.3547339149477,3418.178019017792,3418.567414254761,3418.5027751632692,3418.7120461174013,3418.33949610672,3418.2948097892763,3418.149828881836,3418.5234970756533,3418.2447795578005,3418.3104595848085,3418.478640050507,3418.404927701569,3418.183444470978,3417.898314923859,3418.139414758301,3418.228836984253,3417.9071597763063,3418.5476650901796,3421.8343
4,3429.741732079315,3430.230943638611,3429.9237994735718,3429.861930805969,3429.6250996177673,3429.8590020721435,3429.4879388397217,3429.509351689148,3429.6226234024048,3429.8101896827698,3429.7104072158813,3429.806260544586,3430.104816395569,3429.3836512153625,3429.7675671165466,3429.5615543907165,3429.7079777305603,3429.727357346344,3429.6290816848755,3429.5228137557983,3425.3449
5,3428.8931387542725,3428.9493969558716,3428.752872574234,3429.021755325699,3428.9371520160676,3429.1368549942017,3428.7965496658326,3428.8451026557923,3428.6535373806,3429.166795122528,3428.805878984833,3428.942942488098,3428.988314735794,3428.8800243019105,3428.7406488536835,3428.5406712173462,3428.7056165813447,3428.828524458313,3428.4185882686616,3428.965029108429,3428.9407
6,3432.520950263214,3432.764203494263,3432.6128618175508,3432.569253390503,3432.4492875988008,3432.634161418152,3432.463944857788,3432.43834418602,3432.455969994736,3432.575717156601,3432.5065962726594,3432.575491851044,3432.72211951561,3432.380151932907,3432.631650393677,3432.4057521278382,3432.495436852646,3432.496442740631,3432.4084431583406,3432.453943198395,3410.4882
7,3392.2693527252195,3392.4293010742185,3392.111265948486,3392.9207466156004,3392.4582927734373,3392.5270679504392,3392.0208232910154,3391.9078109771726,3392.4374816925047,3392.5688407928465,3392.2027137786863,3392.750233462524,3393.020508578491,3392.458632281494,3391.5085800201414,3392.4096248657224,3393.1458175689695,3392.4126995117185,3392.073891452026,3392.5141380340574,3436.594
8,3462.0248795928956,3463.1244985046387,3462.3966275634766,3462.7242280426026,3462.426426071167,3462.1676560821534,3461.3588544311524,3461.6711942138672,3461.970745223999,3462.8922501983643,3461.622823852539,3463.235326904297,3463.854358810425,3461.7159844818116,3461.962326187134,3461.872419494629,3462.347568649292,3462.3128110351563,3462.8336755218506,3461.34652532959,3444.6713
9,3452.5481253326416,3452.3521371543884,3452.240705555725,3452.764242237854,3453.050383633423,3452.9852867782593,3452.7998219192505,3452.4976669013977,3452.362649506378,3452.5099602401733,3451.9499450386047,3452.602641648102,3453.266017979431,3453.0577040374756,3452.2612424552917,3451.9251542747497,3452.3945661247253,3452.381330078888,3452.755761212158,3452.923952168274,3474.7540000000004
