,1_times_lag11,2_times_lag11,test_percentage
0,8.708352,12.275593,0.0771999999997206
1,11.310948,11.692782,-10.785099999999602
2,7.870239,6.3294783,36.36859999999979
3,0.4311108,-0.47206604,14.503799999999956
4,-2.881983,-4.233717,-30.80529999999999
5,8.530231,3.1955285,1.300000000000182
6,7.2143764,6.530442,10.68939999999975
7,-0.44918486,1.4997532,10.029899999999998
8,12.15267,13.834769,-4.7466999999996915
9,21.900116,21.603903,-2.7231000000001586
10,15.736611,17.171288,-18.677999999999884
11,12.5754595,10.647703,8.996799999999894
12,3.8018718,-0.7582527,33.65990000000011
13,11.151423,2.422764,35.66369999999961
14,-1.1169623,-0.5552964,17.99770000000035
15,-12.3495035,-3.7066855,49.17459999999983
16,9.86602,8.833862,-1.3683999999998377
17,-4.921287,-2.9881465,-37.31489999999985
18,-2.0601664,0.8211819,71.97159999999985
19,6.1001105,7.7307205,1.289299999999912
20,1.9790851,6.0487394,5.572999999999865
21,9.792907,6.2943177,-9.417699999999968
22,0.8342843,2.5579207,52.42500000000018
23,13.37152,9.8906765,157.05719999999974
24,13.782749,16.45263,-19.767100000000028
25,3.0442972,3.4944005,12.307900000000245
26,-7.6063766,-12.746874,-12.870400000000245
27,11.9693575,10.06206,53.051200000000335
28,19.596146,17.034363,33.57049999999981
29,20.645294,21.028658,26.671100000000024
30,17.591814,14.186549,47.852499999999964
31,23.01113,22.504145,4.31880000000001
32,6.5537224,11.203892,-136.55650000000014
33,7.1564546,1.298904,57.13110000000006
34,29.85311,26.099915,33.314800000000105
35,29.595823,32.413715,-33.35599999999977
36,35.241577,33.734066,-36.26630000000023
37,10.191985,4.096461,31.066200000000208
38,-10.774483,-5.453462,74.66640000000007
39,-9.872486,-6.1450124,-5.442600000000311
40,-1.7402194,-2.5328681,-0.3346999999998843
41,8.862461,10.4253845,10.814699999999903
42,21.043951,20.006214,2.6937000000002627
43,4.272936,-2.7875671,-61.11740000000009
44,7.393376,4.266794,-45.93589999999995
45,6.866011,11.786492,25.624199999999746
46,23.417294,21.362204,-27.77619999999979
47,7.091224,5.3587246,95.8145999999997
48,16.292719,16.396513,79.60300000000007
49,5.536294,9.6499,6.461700000000292
