,1_times_lag7,2_times_lag7,test_percentage
0,9.2248745,10.532663,0.0771999999997206
1,9.49005,10.100264,-10.785099999999602
2,5.5244856,6.484539,36.36859999999979
3,0.056313872,2.6056206,14.503799999999956
4,-1.7396501,-4.201367,-30.80529999999999
5,7.372692,4.2761574,1.300000000000182
6,6.941269,6.7583594,10.68939999999975
7,-0.9693277,3.9791663,10.029899999999998
8,13.616359,15.7491455,-4.7466999999996915
9,19.838844,20.505188,-2.7231000000001586
10,15.935937,16.120403,-18.677999999999884
11,10.176676,11.382794,8.996799999999894
12,5.135077,2.7091365,33.65990000000011
13,1.6749625,3.5994549,35.66369999999961
14,1.758501,1.7542635,17.99770000000035
15,-6.1571994,-5.277669,49.17459999999983
16,7.2876387,9.4524975,-1.3683999999998377
17,-2.2733867,-1.5362443,-37.31489999999985
18,0.47466093,-0.25307,71.97159999999985
19,5.3105307,8.255487,1.289299999999912
20,0.9286925,2.1506996,5.572999999999865
21,6.6732736,10.138495,-9.417699999999968
22,3.303454,3.0462909,52.42500000000018
23,12.212776,9.073529,157.05719999999974
24,15.154981,18.937918,-19.767100000000028
25,5.478753,1.8108605,12.307900000000245
26,-10.512294,-12.216772,-12.870400000000245
27,8.925932,10.375595,53.051200000000335
28,17.163414,21.001635,33.57049999999981
29,22.543161,25.005388,26.671100000000024
30,19.76927,16.969637,47.852499999999964
31,20.802301,22.692104,4.31880000000001
32,11.310529,8.922812,-136.55650000000014
33,0.11439188,6.667287,57.13110000000006
34,28.738781,24.933744,33.314800000000105
35,21.176645,28.890415,-33.35599999999977
36,33.926144,34.551224,-36.26630000000023
37,2.5041397,9.300591,31.066200000000208
38,0.76817,-7.6974044,74.66640000000007
39,0.8654944,-11.609333,-5.442600000000311
40,-3.7572458,0.96377903,-0.3346999999998843
41,5.7858663,8.090313,10.814699999999903
42,16.417797,19.29187,2.6937000000002627
43,6.075514,1.4226917,-61.11740000000009
44,12.602238,12.330411,-45.93589999999995
45,6.7368226,9.972414,25.624199999999746
46,20.998108,21.252274,-27.77619999999979
47,6.8636703,8.198241,95.8145999999997
48,14.579377,14.328946,79.60300000000007
49,3.6048703,10.605236,6.461700000000292
