,data_pre_value
0,-67.23089545826055
1,-89.78685859522061
2,67.33938903271263
3,289.8458710307427
4,-70.76048664304842
5,-24.91094755078528
6,-13.401076299143984
7,-93.31727948433208
8,-80.14316751128186
9,41.48393343379688
10,152.5111519562784
11,-29.985682119258986
12,-66.96874234674732
13,153.76622314152965
14,-0.7280786421004144
15,-49.633876966164536
16,-52.06329484993334
17,-35.19818393487858
18,-128.89785537464405
19,-110.85430766133295
