,restore_value
0,2987.0157045417395
1,3012.3122414047793
2,3173.7572890327124
3,3259.7072710307425
4,2956.2320133569515
5,3035.3963524492146
6,3013.5502237008563
7,2897.3677205156678
8,2941.6080324887184
9,3137.901533433797
10,3243.4861519562783
11,3060.654617880741
12,3034.486257653253
13,3257.91492314153
14,3042.3032213578995
15,2947.4615230338354
16,2970.6563051500666
17,2959.7452160651214
18,2961.8601446253556
19,3059.506692338667
