,1_times_lag8,2_times_lag8,test_percentage
0,12.045205,11.98753,-37.809999999999945
1,11.051319,10.946127,5.799999999999727
2,-9.426201,-6.917658,3.630000000000109
3,-15.5854645,-7.675821,22.43000000000029
4,14.057955,13.859326,-20.91000000000031
5,-7.914644,-8.369259,-3.849999999999909
6,-0.6117142,-0.71719354,41.05000000000018
7,13.336987,11.952581,23.049999999999727
8,2.8264785,2.0307286,2.430000000000291
9,-7.9185176,-9.557305,18.33999999999969
10,5.882189,5.60191,12.829999999999927
11,7.928487,10.1310625,-6.089999999999691
12,10.83321,12.797207,-25.559999999999945
13,6.778523,8.450028,1.8299999999999272
14,7.5674763,7.625121,1.9200000000000728
15,5.092768,8.686504,34.929999999999836
16,2.079912,2.178329,8.300000000000182
17,-6.8258433,-5.0495143,-7.300000000000182
18,-11.390857,-12.760876,29.86999999999989
19,0.4077052,0.48309392,4.160000000000309
20,7.150967,5.582605,4.9399999999996
21,6.7542496,8.677371,-9.819999999999709
22,-1.1264203,0.46903956,17.789999999999964
23,6.3556795,8.822437,3.4400000000000546
24,10.322927,6.8821073,-2.2100000000000364
25,-3.477897,-5.099609,-1.5199999999999818
26,-16.338882,-15.653474,-7.890000000000327
27,5.453398,5.09288,19.200000000000273
28,3.7988238,4.577951,-10.88000000000011
29,-2.5778155,-2.730486,-3.1599999999998545
30,-0.0131771155,-1.3031979,-18.200000000000273
31,0.7822141,-0.913171,-22.519999999999982
32,11.649413,9.98311,-5.859999999999673
33,5.355673,6.80695,40.23000000000002
34,8.85338,6.2998896,8.2199999999998
35,-3.470094,-2.236265,19.40000000000009
36,-0.48829237,-1.5914006,-2.4400000000000546
37,-8.241824,-8.896506,14.0
38,-2.57511,-5.670135,10.460000000000036
39,9.426454,7.696608,-0.36999999999989086
40,4.7818894,4.7772903,-8.340000000000146
41,2.1625607,1.8174009,30.65000000000009
42,2.8660564,5.204085,-54.17000000000007
43,3.324054,6.2243366,-2.349999999999909
44,0.18849003,-1.5615596,20.09999999999991
45,7.6055017,7.1326585,-13.090000000000146
46,8.1286,6.826201,10.070000000000164
47,-2.373545,-2.5727851,18.960000000000036
48,-4.629335,-10.3097925,32.789999999999964
49,-11.895583,-13.657792,0.04999999999972715
