,1_times_lag9,2_times_lag9,test_percentage
0,13.130661,10.632628,-37.809999999999945
1,11.457313,12.912217,5.799999999999727
2,-8.615066,-7.5962224,3.630000000000109
3,-11.389199,-15.772931,22.43000000000029
4,12.913627,11.915166,-20.91000000000031
5,-8.700382,-6.3730073,-3.849999999999909
6,1.8775219,-2.1938465,41.05000000000018
7,13.383093,13.677015,23.049999999999727
8,2.0760994,1.5491284,2.430000000000291
9,-8.038613,-4.372522,18.33999999999969
10,5.5204773,3.5970292,12.829999999999927
11,8.575099,8.816717,-6.089999999999691
12,10.116145,12.806225,-25.559999999999945
13,9.131939,7.630141,1.8299999999999272
14,6.956382,9.300019,1.9200000000000728
15,7.897448,7.4862266,34.929999999999836
16,1.4701196,3.1659892,8.300000000000182
17,-7.1239457,-6.0109863,-7.300000000000182
18,-11.571241,-11.487539,29.86999999999989
19,-0.6314532,1.1241087,4.160000000000309
20,6.969241,5.2314277,4.9399999999996
21,8.248843,7.453821,-9.819999999999709
22,-2.9633641,-0.7477521,17.789999999999964
23,8.402111,7.3305807,3.4400000000000546
24,7.387774,7.121791,-2.2100000000000364
25,-6.1500344,-6.008827,-1.5199999999999818
26,-16.091406,-14.3531275,-7.890000000000327
27,4.326615,6.638551,19.200000000000273
28,3.2325585,5.392436,-10.88000000000011
29,-0.76647115,1.8505723,-3.1599999999998545
30,-0.033592485,1.119015,-18.200000000000273
31,1.9265902,2.758563,-22.519999999999982
32,13.176315,10.563231,-5.859999999999673
33,3.5440533,-0.85347635,40.23000000000002
34,7.8703504,2.7956994,8.2199999999998
35,-1.9329591,-4.104193,19.40000000000009
36,-0.52433294,0.6757515,-2.4400000000000546
37,-4.2370963,-8.036044,14.0
38,-5.274105,-2.674173,10.460000000000036
39,9.377953,8.839244,-0.36999999999989086
40,3.2266452,5.3077493,-8.340000000000146
41,3.4924579,1.7401836,30.65000000000009
42,5.1329174,3.1001747,-54.17000000000007
43,4.65958,5.1280584,-2.349999999999909
44,-0.1066529,-0.9533488,20.09999999999991
45,6.919213,7.9145446,-13.090000000000146
46,7.664539,7.0157437,10.070000000000164
47,-0.8577968,0.3853366,18.960000000000036
48,-8.471079,-7.639799,32.789999999999964
49,-10.692597,-10.619293,0.04999999999972715
