,1_times_lag10,2_times_lag10,test_percentage
0,10.218931,10.542761,-37.809999999999945
1,12.943313,11.999687,5.799999999999727
2,-7.3567114,-8.229305,3.630000000000109
3,-11.525523,-12.333621,22.43000000000029
4,14.272365,14.21654,-20.91000000000031
5,-11.732532,-7.960883,-3.849999999999909
6,-0.411799,-2.3132102,41.05000000000018
7,12.662705,12.480175,23.049999999999727
8,2.6099558,1.0735986,2.430000000000291
9,-8.9544325,-8.562483,18.33999999999969
10,6.4862833,3.2494361,12.829999999999927
11,9.29359,9.011647,-6.089999999999691
12,11.824717,10.942398,-25.559999999999945
13,7.7290697,6.8790665,1.8299999999999272
14,7.1914864,7.1090965,1.9200000000000728
15,5.996902,5.45312,34.929999999999836
16,3.4835386,3.3673124,8.300000000000182
17,-8.338272,-9.738141,-7.300000000000182
18,-16.873135,-10.564691,29.86999999999989
19,-1.992604,-0.49650234,4.160000000000309
20,5.950057,7.253153,4.9399999999996
21,7.5995693,7.4535055,-9.819999999999709
22,-1.1976734,-1.5599458,17.789999999999964
23,8.999439,10.054573,3.4400000000000546
24,7.403858,8.924191,-2.2100000000000364
25,-5.968781,-4.185453,-1.5199999999999818
26,-14.331276,-19.312899,-7.890000000000327
27,4.6410046,2.9778984,19.200000000000273
28,5.522585,4.300144,-10.88000000000011
29,0.21304262,1.9318436,-3.1599999999998545
30,-0.6458021,0.3088946,-18.200000000000273
31,3.8966527,2.289808,-22.519999999999982
32,8.837717,9.251172,-5.859999999999673
33,1.3135986,7.462961,40.23000000000002
34,7.3664546,6.928686,8.2199999999998
35,-2.1781619,-4.6661797,19.40000000000009
36,-1.3526927,-2.4713225,-2.4400000000000546
37,-5.259627,-7.326446,14.0
38,-5.57843,-6.827891,10.460000000000036
39,9.632088,7.1092424,-0.36999999999989086
40,5.15273,4.2631063,-8.340000000000146
41,3.0828135,1.3289889,30.65000000000009
42,4.704775,5.8961163,-54.17000000000007
43,0.7330795,4.001537,-2.349999999999909
44,2.728593,-0.18788114,20.09999999999991
45,7.898682,7.8764625,-13.090000000000146
46,7.9256334,7.929364,10.070000000000164
47,-0.91487515,-1.5707749,18.960000000000036
48,-9.64792,-9.403044,32.789999999999964
49,-11.488054,-8.384635,0.04999999999972715
