,1_times_lag11,2_times_lag11,test_percentage
0,7.9006596,10.459549,-37.809999999999945
1,8.055034,8.800496,5.799999999999727
2,-7.936631,-7.8437085,3.630000000000109
3,-16.011028,-13.923887,22.43000000000029
4,12.02304,13.989763,-20.91000000000031
5,-8.074967,-7.7765813,-3.849999999999909
6,-0.2858392,0.94570667,41.05000000000018
7,12.719294,12.720929,23.049999999999727
8,-0.33625644,0.54222775,2.430000000000291
9,-7.1372976,-12.162583,18.33999999999969
10,4.8238535,4.8702664,12.829999999999927
11,8.010017,9.212373,-6.089999999999691
12,12.838912,12.824943,-25.559999999999945
13,7.8375835,9.417551,1.8299999999999272
14,7.320386,9.299391,1.9200000000000728
15,9.404995,7.1298456,34.929999999999836
16,4.5425096,1.1550642,8.300000000000182
17,-3.8062835,-6.35739,-7.300000000000182
18,-8.285501,-7.8477545,29.86999999999989
19,0.39455992,0.81468356,4.160000000000309
20,5.818168,6.0628037,4.9399999999996
21,4.661685,5.857072,-9.819999999999709
22,-5.11775,2.00192,17.789999999999964
23,9.263708,7.223665,3.4400000000000546
24,5.9741244,6.8868556,-2.2100000000000364
25,-4.658066,-4.9005036,-1.5199999999999818
26,-16.14281,-19.447199,-7.890000000000327
27,4.1838875,6.4093375,19.200000000000273
28,5.7965155,2.3353953,-10.88000000000011
29,-1.999577,-2.7888384,-3.1599999999998545
30,1.6662642,1.1275655,-18.200000000000273
31,0.3899346,2.3773062,-22.519999999999982
32,12.766268,13.025693,-5.859999999999673
33,2.6550622,2.9727852,40.23000000000002
34,8.391692,8.84061,8.2199999999998
35,-2.321988,-3.6057055,19.40000000000009
36,-2.8893723,-1.9098929,-2.4400000000000546
37,-4.5886664,-6.9731107,14.0
38,-4.173837,-5.368074,10.460000000000036
39,7.4317565,8.64531,-0.36999999999989086
40,4.959067,5.137291,-8.340000000000146
41,3.5502975,1.5102453,30.65000000000009
42,3.8626547,4.738997,-54.17000000000007
43,4.0931168,4.0468836,-2.349999999999909
44,-1.3286616,1.8887969,20.09999999999991
45,7.927861,6.117896,-13.090000000000146
46,7.9869056,5.1965528,10.070000000000164
47,1.3612025,0.9549861,18.960000000000036
48,-9.238644,-9.12515,32.789999999999964
49,-9.051329,-10.8003845,0.04999999999972715
